record_id,record_type,page,owning_showcase,media_id,source_file,cargo_freight_url,canonical_base_url,url_evidence,freight_id,filename,rendition,rendition_width_request_px,natural_width_px,natural_height_px,design_width_1440_css_px,design_height_1440_css_px,rendered_max_width_css_px,rendered_max_height_css_px,dpr_coverage,format,mime_type,transparency,poster_fallback,loading_priority,referenced,referenced_by,source_provenance_evidence,source_provenance_confidence,delivery_evidence_source,delivery_evidence_confidence,notes
a3596018ccac36b12605,external-link,home,purelove,,cargo/home.html,https://www.travisleung.com,https://www.travisleung.com,observed verbatim in the frozen Cargo draft bodycopy,,www.travisleung.com,not applicable,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,URI,not applicable,not applicable,not applicable,user navigation,true,home:a[href],exact canonical path captured in docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv; delivered bodycopy in docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/home.bodycopy.html,medium,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/home.bodycopy.html,high,
8ef0a14ee3c664ec9562,external-link,home,site-shell,,cargo/home.html,https://www.linkedin.com/company/mmmmmstudio/,https://www.linkedin.com/company/mmmmmstudio/,observed verbatim in the frozen Cargo draft bodycopy,,www.linkedin.com,not applicable,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,URI,not applicable,not applicable,not applicable,user navigation,true,home:a[href],exact canonical path captured in docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv; delivered bodycopy in docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/home.bodycopy.html,medium,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/home.bodycopy.html,high,
a328b0b93b32eb4fed03,external-link,home,touchbaes,,cargo/home.html,https://ellacportfolio.com,https://ellacportfolio.com,observed verbatim in the frozen Cargo draft bodycopy,,ellacportfolio.com,not applicable,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,URI,not applicable,not applicable,not applicable,user navigation,true,home:a[href],exact canonical path captured in docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv; delivered bodycopy in docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/home.bodycopy.html,medium,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/home.bodycopy.html,high,
f6eeed15df47cf0d9476,external-link,home,touchbaes,,cargo/home.html,https://www.touchbaes.ca,https://www.touchbaes.ca,observed verbatim in the frozen Cargo draft bodycopy,,www.touchbaes.ca,not applicable,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,URI,not applicable,not applicable,not applicable,user navigation,true,home:a[href],exact canonical path captured in docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv; delivered bodycopy in docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/home.bodycopy.html,medium,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/home.bodycopy.html,high,
5dc02edae0f06325f602,external-link,who,site-shell,,cargo/who.html,https://www.linkedin.com/company/mmmmmstudio/,https://www.linkedin.com/company/mmmmmstudio/,observed verbatim in the frozen Cargo draft bodycopy,,www.linkedin.com,not applicable,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,URI,not applicable,not applicable,not applicable,user navigation,true,who:a[href],exact canonical path captured in docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv; delivered bodycopy in docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/who.bodycopy.html,medium,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/who.bodycopy.html,high,
9646359a63743f5f2126,external-link,write,site-shell,,cargo/write.html,https://www.linkedin.com/company/mmmmmstudio/,https://www.linkedin.com/company/mmmmmstudio/,observed verbatim in the frozen Cargo draft bodycopy,,www.linkedin.com,not applicable,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,URI,not applicable,not applicable,not applicable,user navigation,true,write:a[href],exact canonical path captured in docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv; delivered bodycopy in docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/write.bodycopy.html,medium,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/write.bodycopy.html,high,
af3ee84d0041d54e5d5b,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/Cargo-DiatypePlusVariable-Italic.woff2,https://type.cargo.site/files/Cargo-DiatypePlusVariable-Italic.woff2,observed verbatim in a captured public @font-face rule,,Cargo-DiatypePlusVariable-Italic.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Diatype Mono Variable; Diatype Semi-Mono Variable; Diatype Variable,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
9fd0a052d27caec1f5e2,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/Cargo-DiatypePlusVariable.woff2,https://type.cargo.site/files/Cargo-DiatypePlusVariable.woff2,observed verbatim in a captured public @font-face rule,,Cargo-DiatypePlusVariable.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Diatype Mono Variable; Diatype Semi-Mono Variable; Diatype Variable,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
35ac016ed0e75f5ba928,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoGaisyrSemi-Mono-Black.woff2,https://type.cargo.site/files/CargoGaisyrSemi-Mono-Black.woff2,observed verbatim in a captured public @font-face rule,,CargoGaisyrSemi-Mono-Black.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Gaisyr Semi-Mono,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
605adf3f822ec20eab90,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoGaisyrSemi-Mono-Bold.woff2,https://type.cargo.site/files/CargoGaisyrSemi-Mono-Bold.woff2,observed verbatim in a captured public @font-face rule,,CargoGaisyrSemi-Mono-Bold.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Gaisyr Semi-Mono,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
0ce0cff75cc068892fb6,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoGaisyrSemi-Mono-Book.woff2,https://type.cargo.site/files/CargoGaisyrSemi-Mono-Book.woff2,observed verbatim in a captured public @font-face rule,,CargoGaisyrSemi-Mono-Book.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Gaisyr Semi-Mono,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
4f21aba071624d9c729e,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoGaisyrSemi-Mono-Light.woff2,https://type.cargo.site/files/CargoGaisyrSemi-Mono-Light.woff2,observed verbatim in a captured public @font-face rule,,CargoGaisyrSemi-Mono-Light.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Gaisyr Semi-Mono,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
f7f4885576ba925557fa,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoGaisyrSemi-Mono-Medium.woff2,https://type.cargo.site/files/CargoGaisyrSemi-Mono-Medium.woff2,observed verbatim in a captured public @font-face rule,,CargoGaisyrSemi-Mono-Medium.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Gaisyr Semi-Mono,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
becc9e49fd5281e33e8c,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoGaisyrSemi-Mono-Regular.woff2,https://type.cargo.site/files/CargoGaisyrSemi-Mono-Regular.woff2,observed verbatim in a captured public @font-face rule,,CargoGaisyrSemi-Mono-Regular.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Gaisyr Semi-Mono,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
6858cb266b87fb1644bc,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoGaisyrSemi-Mono-Thin.woff2,https://type.cargo.site/files/CargoGaisyrSemi-Mono-Thin.woff2,observed verbatim in a captured public @font-face rule,,CargoGaisyrSemi-Mono-Thin.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Gaisyr Semi-Mono,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
4b04401062a2e0b24ab5,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoMaristItalicVariable.woff2,https://type.cargo.site/files/CargoMaristItalicVariable.woff2,observed verbatim in a captured public @font-face rule,,CargoMaristItalicVariable.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Marist Variable,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
641a6ccaa6bb64114511,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/CargoMaristVariable.woff2,https://type.cargo.site/files/CargoMaristVariable.woff2,observed verbatim in a captured public @font-face rule,,CargoMaristVariable.woff2,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff2,font/woff2,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,Marist Variable,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
2abf82029a231a469ce2,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/TeXGyreHerosCondensed-Bold.woff,https://type.cargo.site/files/TeXGyreHerosCondensed-Bold.woff,observed verbatim in a captured public @font-face rule,,TeXGyreHerosCondensed-Bold.woff,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff,font/woff,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,TeX Gyre Heros Condensed,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
8c1d203ca679589d6ca0,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/TeXGyreHerosCondensed-BoldItalic.woff,https://type.cargo.site/files/TeXGyreHerosCondensed-BoldItalic.woff,observed verbatim in a captured public @font-face rule,,TeXGyreHerosCondensed-BoldItalic.woff,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff,font/woff,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,TeX Gyre Heros Condensed,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
b66225161b4d3fb5a7c8,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/TeXGyreHerosCondensed-Italic.woff,https://type.cargo.site/files/TeXGyreHerosCondensed-Italic.woff,observed verbatim in a captured public @font-face rule,,TeXGyreHerosCondensed-Italic.woff,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff,font/woff,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,TeX Gyre Heros Condensed,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
3179a9f0316e9d9b8d12,font-file,site,Cargo shell,,Cargo-managed font block (no local source file),https://type.cargo.site/files/TeXGyreHerosCondensed-Regular.woff,https://type.cargo.site/files/TeXGyreHerosCondensed-Regular.woff,observed verbatim in a captured public @font-face rule,,TeXGyreHerosCondensed-Regular.woff,Cargo font delivery,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,woff,font/woff,not applicable,system fallback stack in cargo/tokens.css,browser font selection,true,TeX Gyre Heros Condensed,Cargo-managed binary; no local source file captured,unknown,docs/audits/2026-07-20T175853-0400-round-80/public/home.html @font-face,high,
d9d40235c39e77aa2d0a,font-provider,site,site typography,,cargo/tokens.css,not captured,not captured,no binary delivery URL was captured,,UnifrakturMaguntia,Google Fonts provider; resolved binary URL not captured,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,font,not captured,not applicable,Times New Roman,browser font selection,true,font-family: UnifrakturMaguntia,exact CSS contract path captured in docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv,medium,docs/audits/2026-07-20T175853-0400-round-80/public/home.html preloaded site font settings,medium for provider contract; unknown for resolved binary,Phase 2 network harness must capture the resolved font request
7466f80bb63f8b3aeb4d,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/X3027048316880121049939763050297/anyday-hotel-report.jpg,https://freight.cargo.site/t/original/i/X3027048316880121049939763050297/anyday-hotel-report.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,X3027048316880121049939763050297,anyday-hotel-report.jpg,original,,1008,1008,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
663e75b0fe46a975f32e,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/U3027048271519577372687975626553/anyday-logo-slideshow.jpg,https://freight.cargo.site/t/original/i/U3027048271519577372687975626553/anyday-logo-slideshow.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,U3027048271519577372687975626553,anyday-logo-slideshow.jpg,original,,1130,753,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
e3db88f6a26c1b4f9c8a,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/Q3027048332393832815929495959353/anyday-money-moments.jpg,https://freight.cargo.site/t/original/i/Q3027048332393832815929495959353/anyday-money-moments.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,Q3027048332393832815929495959353,anyday-money-moments.jpg,original,,504,504,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
b757a0d8b0625dd520f3,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/H3027048687604336699280621877049/anyday-scroller.jpg,https://freight.cargo.site/t/original/i/H3027048687604336699280621877049/anyday-scroller.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,H3027048687604336699280621877049,anyday-scroller.jpg,original,,622,830,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
b0c63fee4f76bec6efcc,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/T3027050637849460404075547375417/curate-image1.jpg,https://freight.cargo.site/t/original/i/T3027050637849460404075547375417/curate-image1.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,T3027050637849460404075547375417,curate-image1.jpg,original,,1789,1008,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
5162c11fa1d07658993f,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/L3028473484767820203775545095993/curate-image2-v2.jpg,https://freight.cargo.site/t/original/i/L3028473484767820203775545095993/curate-image2-v2.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,L3028473484767820203775545095993,curate-image2-v2.jpg,original,,750,652,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
